Year,State,epi_week,LGA,Population (2016 census),Number of cases,Deaths,Proportion of cases by LGA,Case fatality rate (%),"LGA attack rate per 1,000,000",Rainfall_mm,Temperature_C,Humidity_%,Primary_Water_Source,Secondary_Water_Source,Water_Safety_Level,Sanitation_Type,Toilet_Access_%,Open_Defecation_%,Waste_Management_Level,Health_Facilities_Count,Hospital_Count,Health_Workers,Access_Level,Flood_Risk_Level,Proximity_to_Water_Body,Elevation_m,Environmental_Risk
2019,Bauchi,44,Bogoro,84215,0,0,0,0,0,7,32.6,52,Borehole ,Borehole,High,Flush Toilet,35,15,Good,9,1,45,High,High,Near River,460,High
2019,Bauchi,45,Bogoro,84215,0,0,0,0,0,5,33.3,53,Borehole ,Borehole,High,Flush Toilet,35,15,Good,9,1,45,High,High,Near River,460,High
2019,Bauchi,46,Bogoro,84215,0,0,0,0,0,6,34.4,59,Borehole ,Borehole,High,Flush Toilet,35,15,Good,9,1,45,High,High,Near River,460,High
2019,Bauchi,47,Bogoro,84215,0,0,0,0,0,5,32.7,34,Borehole ,Borehole,High,Flush Toilet,35,15,Good,9,1,45,High,High,Near River,460,High
2019,Bauchi,48,Bogoro,84215,0,0,0,0,0,3,31.8,29,Borehole ,Borehole,High,Flush Toilet,35,15,Good,9,1,45,High,High,Near River,460,High
2019,Bauchi,49,Bogoro,84215,0,0,0,0,0,2,34.2,23,Borehole ,Borehole,High,Flush Toilet,35,15,Good,9,1,45,High,High,Near River,460,High
2019,Bauchi,50,Bogoro,84215,0,0,0,0,0,1,35.6,29,Borehole ,Borehole,High,Flush Toilet,35,15,Good,9,1,45,High,High,Near River,460,High
2019,Bauchi,51,Bogoro,84215,0,0,0,0,0,0,31.5,24,Borehole ,Borehole,High,Flush Toilet,35,15,Good,9,1,45,High,High,Near River,460,High
2019,Bauchi,52,Bogoro,84215,0,0,0,0,0,1,33.7,21,Borehole ,Borehole,High,Flush Toilet,35,15,Good,9,1,45,High,High,Near River,460,High
2019,Bauchi,1,Darazo,251597,0,0,0,0,0,4,32,23,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,2,Darazo,251597,0,0,0,0,0,0,32.5,22,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,3,Darazo,251597,0,0,0,0,0,4,37.9,34,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,4,Darazo,251597,0,0,0,0,0,1,36.6,33,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,5,Darazo,251597,0,0,0,0,0,1,36.5,33,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,6,Darazo,251597,0,0,0,0,0,2,33.5,26,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,7,Darazo,251597,0,0,0,0,0,2,37.4,33,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,8,Darazo,251597,0,0,0,0,0,2,35.2,32,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,9,Darazo,251597,0,0,0,0,0,3,37.6,22,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,10,Darazo,251597,0,0,0,0,0,4,35.9,28,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,11,Darazo,251597,0,0,0,0,0,8,37,39,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,12,Darazo,251597,0,0,0,0,0,8,36.6,36,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,13,Darazo,251597,0,0,0,0,0,31,29,41,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,14,Darazo,251597,0,0,0,0,0,34,32.3,49,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,15,Darazo,251597,0,0,0,0,0,34,31.1,32,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,16,Darazo,251597,0,0,0,0,0,18,30,44,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,17,Darazo,251597,0,0,0,0,0,13,30.2,56,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,18,Darazo,251597,0,0,0,0,0,24,31.5,71,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,19,Darazo,251597,0,0,0,0,0,21,27.8,63,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,20,Darazo,251597,0,0,0,0,0,14,29.2,80,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,21,Darazo,251597,0,0,0,0,0,53,28.5,81,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,22,Darazo,251597,0,0,0,0,0,25,30.6,55,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,23,Darazo,251597,0,0,0,0,0,41,28.4,60,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,24,Darazo,251597,0,0,0,0,0,23,32.1,84,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,25,Darazo,251597,0,0,0,0,0,49,28,77,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,26,Darazo,251597,0,0,0,0,0,28,27.5,73,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,27,Darazo,251597,0,0,0,0,0,50,29.5,58,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,28,Darazo,251597,0,0,0,0,0,43,27.7,56,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,29,Darazo,251597,0,0,0,0,0,39,32.8,58,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,30,Darazo,251597,0,0,0,0,0,34,31.9,71,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,31,Darazo,251597,0,0,0,0,0,49,28,73,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,32,Darazo,251597,1,0,0.0001,0,3.97,21,30.3,62,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,33,Darazo,251597,1,0,0.0001,0,3.97,35,30.7,66,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,34,Darazo,251597,0,0,0,0,0,14,30.1,76,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,35,Darazo,251597,0,0,0,0,0,13,31.6,55,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,36,Darazo,251597,0,0,0,0,0,29,30.5,69,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,37,Darazo,251597,0,0,0,0,0,10,32.7,60,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,38,Darazo,251597,0,0,0,0,0,14,32,58,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,39,Darazo,251597,0,0,0,0,0,22,32.2,55,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,40,Darazo,251597,0,0,0,0,0,15,31,64,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,41,Darazo,251597,0,0,0,0,0,6,29.4,46,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,42,Darazo,251597,0,0,0,0,0,3,30.9,36,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,43,Darazo,251597,0,0,0,0,0,2,29.8,43,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,44,Darazo,251597,0,0,0,0,0,18,29.7,49,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,45,Darazo,251597,0,0,0,0,0,7,33.6,37,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,46,Darazo,251597,0,0,0,0,0,5,30.6,39,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,47,Darazo,251597,0,0,0,0,0,5,34.5,37,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,48,Darazo,251597,0,0,0,0,0,5,35.6,30,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,49,Darazo,251597,0,0,0,0,0,0,31.2,22,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,50,Darazo,251597,0,0,0,0,0,2,35.6,27,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,51,Darazo,251597,0,0,0,0,0,2,34.8,33,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,52,Darazo,251597,0,0,0,0,0,3,31,24,Borehole ,Protected Well,Low,Flush Toilet,30,35,Poor,5,0,20,Low,Low,Near River,428,High
2019,Bauchi,1,Dass,89943,0,0,0,0,0,1,32.1,22,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,2,Dass,89943,0,0,0,0,0,2,35.4,29,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,3,Dass,89943,0,0,0,0,0,2,35.6,23,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,4,Dass,89943,0,0,0,0,0,2,37.8,27,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,5,Dass,89943,0,0,0,0,0,1,37.7,31,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,6,Dass,89943,0,0,0,0,0,1,35.5,33,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,7,Dass,89943,0,0,0,0,0,1,35.7,34,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,8,Dass,89943,0,0,0,0,0,3,35.6,31,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,9,Dass,89943,0,0,0,0,0,5,41.4,24,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,10,Dass,89943,0,0,0,0,0,9,34.2,34,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,11,Dass,89943,0,0,0,0,0,11,40.2,38,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,12,Dass,89943,0,0,0,0,0,7,34.6,43,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,13,Dass,89943,0,0,0,0,0,17,32,40,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,14,Dass,89943,0,0,0,0,0,32,27.7,34,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,15,Dass,89943,0,0,0,0,0,30,28,33,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,16,Dass,89943,0,0,0,0,0,31,32,30,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,17,Dass,89943,0,0,0,0,0,31,30.1,62,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,18,Dass,89943,1,0,0.0001,0,11.12,24,29.4,63,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,19,Dass,89943,0,0,0,0,0,30,29,74,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,20,Dass,89943,0,0,0,0,0,34,27,63,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,21,Dass,89943,1,0,0.0001,0,11.12,54,29.4,79,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,22,Dass,89943,0,0,0,0,0,45,32.5,56,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,23,Dass,89943,0,0,0,0,0,26,29.1,56,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,24,Dass,89943,0,0,0,0,0,46,29.7,65,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,25,Dass,89943,1,0,0.0001,0,11.12,43,30.5,74,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,26,Dass,89943,0,0,0,0,0,25,27.2,55,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,27,Dass,89943,0,0,0,0,0,48,30.5,76,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,28,Dass,89943,1,0,0.0001,0,11.12,45,27.1,75,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,29,Dass,89943,1,0,0.0001,0,11.12,26,32.9,63,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,30,Dass,89943,0,0,0,0,0,39,29.5,82,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,31,Dass,89943,0,0,0,0,0,26,30.6,67,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,32,Dass,89943,0,0,0,0,0,49,31.5,81,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,33,Dass,89943,0,0,0,0,0,33,34.4,84,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,34,Dass,89943,0,0,0,0,0,38,32.7,83,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,35,Dass,89943,0,0,0,0,0,39,34,73,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,36,Dass,89943,0,0,0,0,0,27,30.8,73,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,37,Dass,89943,1,1,0.0001,100,11.12,24,32.2,76,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,38,Dass,89943,0,0,0,0,0,37,31.9,84,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,39,Dass,89943,0,0,0,0,0,15,33.6,58,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,40,Dass,89943,0,0,0,0,0,10,31,77,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,41,Dass,89943,1,0,0.0001,0,11.12,8,33.5,44,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,42,Dass,89943,0,0,0,0,0,11,34.4,36,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,43,Dass,89943,0,0,0,0,0,2,29.2,52,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,44,Dass,89943,0,0,0,0,0,8,33,35,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,45,Dass,89943,0,0,0,0,0,0,31.3,58,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,46,Dass,89943,0,0,0,0,0,6,34,42,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,47,Dass,89943,0,0,0,0,0,5,32,24,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,48,Dass,89943,0,0,0,0,0,2,35.3,34,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,49,Dass,89943,0,0,0,0,0,7,30.6,33,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,50,Dass,89943,0,0,0,0,0,7,35.1,30,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,51,Dass,89943,0,0,0,0,0,7,32.4,24,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,52,Dass,89943,0,0,0,0,0,5,31.2,35,Borehole ,Borehole,Low,Flush Toilet,35,15,Good,9,2,60,Moderate,High,Near River,480,Medium
2019,Bauchi,1,Ganjuwa,251597,0,0,0,0,0,4,34.9,29,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,2,Ganjuwa,251597,1,0,0.0001,0,3.97,3,35.2,22,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,3,Ganjuwa,251597,1,0,0.0001,0,3.97,2,37,20,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,4,Ganjuwa,251597,1,0,0.0001,0,3.97,2,35.6,21,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,5,Ganjuwa,251597,0,0,0,0,0,0,36.6,24,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,6,Ganjuwa,251597,2,0,0.0002,0,7.95,0,32.5,20,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,7,Ganjuwa,251597,1,0,0.0001,0,3.97,0,35,30,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,8,Ganjuwa,251597,1,0,0.0001,0,3.97,1,34.8,22,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,9,Ganjuwa,251597,3,0,0.0003,0,11.92,4,34.6,31,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,10,Ganjuwa,251597,2,0,0.0002,0,7.95,13,41.7,25,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,11,Ganjuwa,251597,1,0,0.0001,0,3.97,3,34.8,34,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,12,Ganjuwa,251597,3,0,0.0003,0,11.92,13,40.5,46,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,13,Ganjuwa,251597,1,0,0.0001,0,3.97,26,32.7,46,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,14,Ganjuwa,251597,0,0,0,0,0,24,27.5,45,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,15,Ganjuwa,251597,3,0,0.0003,0,11.92,33,31.6,46,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,16,Ganjuwa,251597,4,0,0.0004,0,15.9,32,31.3,45,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,17,Ganjuwa,251597,7,0,0.0007,0,27.82,15,32.9,72,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,18,Ganjuwa,251597,4,0,0.0004,0,15.9,34,30.9,81,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,19,Ganjuwa,251597,7,0,0.0007,0,27.82,18,32.7,69,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,20,Ganjuwa,251597,3,0,0.0003,0,11.92,19,30.5,71,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,21,Ganjuwa,251597,16,0,0.0016,0,63.59,42,30.3,76,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,22,Ganjuwa,251597,12,0,0.0012,0,47.7,26,27.2,75,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,23,Ganjuwa,251597,6,0,0.0006,0,23.85,26,28.8,70,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,24,Ganjuwa,251597,10,1,0.001,10,39.75,27,32.8,77,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,25,Ganjuwa,251597,17,0,0.0018,0,67.57,48,29.8,84,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,26,Ganjuwa,251597,9,0,0.0009,0,35.77,54,28.9,64,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,27,Ganjuwa,251597,7,0,0.0007,0,27.82,36,30.9,78,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,28,Ganjuwa,251597,9,0,0.0009,0,35.77,54,30.4,67,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,29,Ganjuwa,251597,9,0,0.0009,0,35.77,53,32.3,65,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,30,Ganjuwa,251597,11,0,0.0011,0,43.72,45,31.3,66,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,31,Ganjuwa,251597,11,0,0.0011,0,43.72,34,31.8,58,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,32,Ganjuwa,251597,8,0,0.0008,0,31.8,48,31,67,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,33,Ganjuwa,251597,7,0,0.0007,0,27.82,27,32.1,67,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,34,Ganjuwa,251597,11,0,0.0011,0,43.72,19,34.3,56,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,35,Ganjuwa,251597,9,0,0.0009,0,35.77,32,31.8,56,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,36,Ganjuwa,251597,3,0,0.0003,0,11.92,39,29,67,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,37,Ganjuwa,251597,8,0,0.0008,0,31.8,22,31.3,57,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,38,Ganjuwa,251597,6,0,0.0006,0,23.85,36,35,74,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,39,Ganjuwa,251597,5,0,0.0005,0,19.87,38,33.6,83,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
